legacy_id,objectid,collectionid,display_template,parentid,sequence,pres_file,filename,object_location,image_alt_text,image_small,image_thumb,object_ocr,object_hocr,object_transcript,object_pdf,title,ark,aviary_id,avian_id,uid,call_number,archival_collection,other_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,creator_characteristic,creator_characteristic_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,disclaimer,language,chronological_subject,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,conservation_note,accessibility_note,accessibility_uri,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rightsstatement,date,date_digital,publisher,publisher_uri,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin,staff_notes,addition_set
,isudirectories2387,isudirectories,child,isudirectories2314,73,isudirectories024_c073.tif,isudirectories024_c073.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories024_c073.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories024_c073_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories024_c073_th.jpg,,,,,Map,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2388,isudirectories,child,isudirectories2314,74,isudirectories024_c074.tif,isudirectories024_c074.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories024_c074.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories024_c074_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories024_c074_th.jpg,,,,,Page 73,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2389,isudirectories,child,isudirectories2314,75,isudirectories024_c075.tif,isudirectories024_c075.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories024_c075.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories024_c075_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories024_c075_th.jpg,,,,,Page 74,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2390,isudirectories,child,isudirectories2314,76,isudirectories024_c076.tif,isudirectories024_c076.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories024_c076.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories024_c076_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories024_c076_th.jpg,,,,,Page 75,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2391,isudirectories,complex,,0,,,,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c001_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c001_th.jpg,,,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/pdf/isudirectories025.pdf,"College directory: spring semester, 1914",https://n2t.net/ark:/87292/w9x921r8p,,,,LD2538 I58x,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,Iowa State College,http://id.loc.gov/authorities/names/n82049648,,,,,,,,,"This directory from Iowa State College for the spring 1914 semester contains lists of students, faculty, university offices and clubs, and religious services. Advertisements for community businesses appear throughout the directory along with an academic calendar, athletics information, and general college history and information.",,eng,1910s,,,Iowa State College,http://id.loc.gov/authorities/names/n82049648,College students; Universities and colleges--Faculty; College students--Societies and clubs; College administrators; Religious institutions; College sports,http://id.worldcat.org/fast/867976; http://id.worldcat.org/fast/1161748; http://id.worldcat.org/fast/868054; http://id.worldcat.org/fast/867621; http://id.worldcat.org/fast/1094089; http://id.worldcat.org/fast/867925,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03637,-93.69834,WGS 84,,,,68 pages,,,directories,https://vocab.getty.edu/aat/300026234,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1914,2025-12-05,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2392,isudirectories,child,isudirectories2391,1,isudirectories025_c001.tif,isudirectories025_c001.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c001.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c001_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c001_th.jpg,,,,,Page 3,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2393,isudirectories,child,isudirectories2391,2,isudirectories025_c002.tif,isudirectories025_c002.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c002.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c002_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c002_th.jpg,,,,,Page 4,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2394,isudirectories,child,isudirectories2391,3,isudirectories025_c003.tif,isudirectories025_c003.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c003.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c003_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c003_th.jpg,,,,,Page 5,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2395,isudirectories,child,isudirectories2391,4,isudirectories025_c004.tif,isudirectories025_c004.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c004.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c004_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c004_th.jpg,,,,,Page 6,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2396,isudirectories,child,isudirectories2391,5,isudirectories025_c005.tif,isudirectories025_c005.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c005.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c005_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c005_th.jpg,,,,,Page 7,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2397,isudirectories,child,isudirectories2391,6,isudirectories025_c006.tif,isudirectories025_c006.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c006.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c006_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c006_th.jpg,,,,,Page 8,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2398,isudirectories,child,isudirectories2391,7,isudirectories025_c007.tif,isudirectories025_c007.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c007.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c007_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c007_th.jpg,,,,,Page 9,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2399,isudirectories,child,isudirectories2391,8,isudirectories025_c008.tif,isudirectories025_c008.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c008.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c008_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c008_th.jpg,,,,,Page 10,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2400,isudirectories,child,isudirectories2391,9,isudirectories025_c009.tif,isudirectories025_c009.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c009.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c009_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c009_th.jpg,,,,,Page 11,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2401,isudirectories,child,isudirectories2391,10,isudirectories025_c010.tif,isudirectories025_c010.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c010.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c010_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c010_th.jpg,,,,,Page 12,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2402,isudirectories,child,isudirectories2391,11,isudirectories025_c011.tif,isudirectories025_c011.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c011.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c011_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c011_th.jpg,,,,,Page 13,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2403,isudirectories,child,isudirectories2391,12,isudirectories025_c012.tif,isudirectories025_c012.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c012.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c012_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c012_th.jpg,,,,,Page 14,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2404,isudirectories,child,isudirectories2391,13,isudirectories025_c013.tif,isudirectories025_c013.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c013.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c013_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c013_th.jpg,,,,,Page 15,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2405,isudirectories,child,isudirectories2391,14,isudirectories025_c014.tif,isudirectories025_c014.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c014.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c014_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c014_th.jpg,,,,,Page 16,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2406,isudirectories,child,isudirectories2391,15,isudirectories025_c015.tif,isudirectories025_c015.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c015.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c015_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c015_th.jpg,,,,,Page 17,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2407,isudirectories,child,isudirectories2391,16,isudirectories025_c016.tif,isudirectories025_c016.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c016.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c016_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c016_th.jpg,,,,,Page 18,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2408,isudirectories,child,isudirectories2391,17,isudirectories025_c017.tif,isudirectories025_c017.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c017.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c017_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c017_th.jpg,,,,,Page 19,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2409,isudirectories,child,isudirectories2391,18,isudirectories025_c018.tif,isudirectories025_c018.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c018.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c018_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c018_th.jpg,,,,,Page 20,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2410,isudirectories,child,isudirectories2391,19,isudirectories025_c019.tif,isudirectories025_c019.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c019.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c019_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c019_th.jpg,,,,,Page 21,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2411,isudirectories,child,isudirectories2391,20,isudirectories025_c020.tif,isudirectories025_c020.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c020.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c020_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c020_th.jpg,,,,,Page 22,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2412,isudirectories,child,isudirectories2391,21,isudirectories025_c021.tif,isudirectories025_c021.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c021.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c021_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c021_th.jpg,,,,,Page 23,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2413,isudirectories,child,isudirectories2391,22,isudirectories025_c022.tif,isudirectories025_c022.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c022.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c022_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c022_th.jpg,,,,,Page 24,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2414,isudirectories,child,isudirectories2391,23,isudirectories025_c023.tif,isudirectories025_c023.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c023.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c023_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c023_th.jpg,,,,,Page 25,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2415,isudirectories,child,isudirectories2391,24,isudirectories025_c024.tif,isudirectories025_c024.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c024.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c024_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c024_th.jpg,,,,,Page 26,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2416,isudirectories,child,isudirectories2391,25,isudirectories025_c025.tif,isudirectories025_c025.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c025.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c025_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c025_th.jpg,,,,,Page 27,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2417,isudirectories,child,isudirectories2391,26,isudirectories025_c026.tif,isudirectories025_c026.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c026.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c026_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c026_th.jpg,,,,,Page 28,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2418,isudirectories,child,isudirectories2391,27,isudirectories025_c027.tif,isudirectories025_c027.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c027.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c027_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c027_th.jpg,,,,,Page 29,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2419,isudirectories,child,isudirectories2391,28,isudirectories025_c028.tif,isudirectories025_c028.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c028.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c028_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c028_th.jpg,,,,,Page 30,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
,isudirectories2420,isudirectories,child,isudirectories2391,29,isudirectories025_c029.tif,isudirectories025_c029.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories025_c029.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories025_c029_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories025_c029_th.jpg,,,,,Page 31,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch02
